BNet_UI,Status,ProbeKit,DNA_Yield,DateExtracted,ID,Family,Subfamily,Tribe,Section,Genus,Species,Subspecies,Tissue,QubitAssayConcentration,QubitStockConcentration,FullName,ValidName,DateSentToRapid,Sequence Successful,ExtractedBy,Contributor,ProjectCode,Type ,DNA_Fragmentation,Notes
BN005174,,450,good,7/25/2018,LEP 36329,Papilionidae,Papilioninae,Leptocircini,,Graphium,sarpedon,,Abdomen Soak,0.359,71.8,Graphium sarpedon,Graphium sarpedon,,,K. Dexter,,,X,,2 genes
BN005175,,,good,7/25/2018,LEP 36700,Nymphalidae,Heliconiinae,,Argynnis,Speyeria,aphrodite,,Abdomen Soak,0.331,66.2,Speyeria aphrodite,N/A,,,K. Dexter,,,,,
BN005176,,13,good,7/25/2018,LEP 36720,Hesperiidae,Hesperiinae,,,Pelopidas,conjuncta,conjuncta,Abdomen Soak,0.161,32.2,Pelopidas conjuncta,Pelopidas conjuncta,,,K. Dexter,,Hesp,,,2 genes
BN005177,,,good,7/25/2018,LEP 36740,Nymphalidae,Satyrinae,Satyrini,,Cithaerias,menander,,Abdomen Soak,0.157,31.4,Cithaerias menander,N/A,,,K. Dexter,,,,,
BN005178,,,good,7/25/2018,LEP 36751,Nymphalidae,Nymphalinae,Nymphalini,,Polygonia,comma,,Abdomen Soak,0.437,87.4,Polygonia comma,Polygonia comma,,,K. Dexter,,,,,5 genes
BN005179,,,good,7/25/2018,LEP 36991,Nymphalidae,Satyrinae,Satyrini,Erebiina,Erebia,epipsodea,,Abdomen Soak,0.365,73,Erebia epipsodea,Erebia epipsodea,,,K. Dexter,,,,,5 genes
BN005180,,,good,7/25/2018,LEP 36993,Nymphalidae,Satyrinae,Satyrini,,Oeneis,chryxus,,Abdomen Soak,0.4,80,Oeneis chryxus,Oeneis chryxus,,,K. Dexter,,,,,5 genes
BN005181,,450,good,7/25/2018,LEP 40482,Nymphalidae,Nymphalinae,Nymphalini,,Polygonia,c-aureum,,Abdomen Soak,0.476,95.2,Polygonia c-aureum,Polygonia c-aureum,,,K. Dexter,,,X,,10 genes
BN005182,,,good,7/25/2018,LEP 41102,Nymphalidae,Cyrestinae,Cyrestini,,Marpesia,livius,,Abdomen Soak,0.345,69,Marpesia livius,Marpesia livius,,,K. Dexter,,,,,
BN005183,,,good,7/25/2018,LEP 31644,Papilionidae,Papilioninae,Papilionini,,Papilio,memnon,,Abdomen Soak,0.319,63.8,Papilio memnon,Papilio memnon,,,K. Dexter,,,,,2 genes
BN005184,,,good,7/25/2018,LEP 31939,Nymphalidae,Morphinae,Morphini,,Morpho,idomeneus,,Abdomen Soak,0.296,59.2,Morpho idomeneus,N/A,,,K. Dexter,,,,,
BN005185,,,good,7/25/2018,LEP 31952,Nymphalidae,Heliconiinae,Heliconiini,,Heliconius,sara,,Abdomen Soak,0.344,68.8,Heliconius sara,Heliconius sara,,,K. Dexter,,,,,14 genes
BN005186,,,good,7/25/2018,LEP 32874,Nymphalidae,Morphinae,Morphini,,Morpho,polyphemus,,Abdomen Soak,0.292,58.4,Morpho polyphemus,Morpho polyphemus,,,K. Dexter,,,,,8 genes
BN005187,,,good,7/25/2018,LEP 32876,Nymphalidae,Nymphalinae,Kallimini,,Hypolimnas,usambara,,Abdomen Soak,0.479,95.8,Hypolimnas usambara,Hypolimnas usambara,,,K. Dexter,,,,,3 genes
BN005188,,,good,7/25/2018,LEP 34960,Papilionidae,Papilioninae,Papilionini,,Papilio,phorcas,,Abdomen Soak,0.479,95.8,Papilio phorcas,Papilio doreus,,,K. Dexter,,,,,
BN005189,,,good,7/25/2018,LEP 35928,Papilionidae,Papilioninae,Papilionini,,Papilio,torquatus,,Abdomen Soak,0.355,71,Papilio torquatus,Heraclides torquatus,,,K. Dexter,,,,,
BN005190,,,good,7/25/2018,LEP 39397,Papilionidae,Papilioninae,Leptocircini,,Mimoides,xeniades,,Abdomen Soak,0.31,62,Mimoides xeniades,Mimoides xeniades,,,K. Dexter,,,,,
BN005191,,,good,7/25/2018,LEP 39400,Papilionidae,,,,Heraclides,isidorus,,Abdomen Soak,0.247,55.4,Heraclides isidorus,Heraclides isidorus,,,K. Dexter,,,,,1 gene
BN005192,,,good,7/25/2018,LEP 36300,Papilionidae,Papilioninae,Papilionini,,Papilio,protenor,,Abdomen Soak,0.331,66.2,Papilio protenor,Papilio protenor,,,K. Dexter,,,,,2 genes
BN005193,,,good,7/25/2018,LEP 36302,Papilionidae,Papilioninae,Papilionini,,Papilio,helenus,,Abdomen Soak,0.415,83,Papilio helenus,Papilio helenus,,,K. Dexter,,,,,3 genes
BN005194,,,good,7/25/2018,LEP 36332,Papilionidae,Papilioninae,Papilionini,,Papilio,bianor,,Abdomen Soak,0.481,96.2,Papilio bianor,Papilio bianor,,,K. Dexter,,,,,3 genes
BN005195,,,good,7/25/2018,LEP 36333,Papilionidae,Papilioninae,Troidini,,Byasa,alcinous,,Abdomen Soak,0.36,72,Byasa alcinous,N/A,,,K. Dexter,,,,,
BN005196,,,good,7/25/2018,LEP 36646,Papilionidae,Papilioninae,Troidini,,Byasa,alcinous,,Abdomen Soak,0.328,65.6,Byasa alcinous,N/A,,,K. Dexter,,,,,
BN005197,,,good,7/25/2018,LEP 36463,Papilionidae,Papilioninae,Papilionini,,Papilio,macilentus,,Abdomen Soak,0.0256,5.12,Papilio macilentus,Papilio macilentus,,,K. Dexter,,,,,2 genes
BN005198,,,good,7/25/2018,LEP 36677,Papilionidae,Papilioninae,Troidini,,Byasa,impediens,,Abdomen Soak,0.343,68.6,Byasa impediens,N/A,,,K. Dexter,,,,,
BN005199,,,good,7/25/2018,LEP 36687,Papilionidae,Papilioninae,Papilionini,,Papilio ,canadensis,,Abdomen Soak,0.103,20.6,Papilio  canadensis,Pterourus canadensis,,,K. Dexter,,,,,
BN005200,,,good,7/25/2018,LEP 36974,Nymphalidae,Nymphalinae,Nymphalini,,Vanessa,tameamea,,Abdomen Soak,0.173,34.6,Vanessa tameamea,Vanessa tameamea,,,K. Dexter,,,,,8 genes
BN005201,,,good,7/25/2018,LEP 41096,Papilionidae,Papilioninae,Troidini,,Parides,childrenae,unimacula,Abdomen Soak,0.268,53.6,Parides childrenae,Parides childrenae,,,K. Dexter,,,,,2 genes
BN005202,,,good,7/25/2018,LEP 41097,Papilionidae,Papilioninae,Troidini,,Battus,crassus,,Abdomen Soak,0.352,70.4,Battus crassus,Battus crassus,,,K. Dexter,,,,,3 genes
BN005203,,,good,7/25/2018,LEP 41103,Papilionidae,Papilioninae,,,Neographium,dioxippus,diores,Abdomen Soak,0.378,75.6,Neographium dioxippus,N/A,,,K. Dexter,,,,,
BN005204,,,good,7/25/2018,LEP 31934,Nymphalidae,Morphinae,Morphini,,Morpho,eugenia,,Abdomen Soak,0.35,70,Morpho eugenia,Morpho eugenia,,,K. Dexter,,,,,5 genes
BN005205,,,good,7/25/2018,LEP 32868,Nymphalidae,Heliconiinae,Heliconiini,,Heliconius,atthis,,Abdomen Soak,0.331,66.2,Heliconius atthis,Heliconius atthis,,,K. Dexter,,,,,13 genes
BN005206,,,good,7/25/2018,LEP 41111,Papilionidae,Papilioninae,Leptocircini,,Mimoides,euryleon,,Abdomen Soak,0.343,68.6,Mimoides euryleon,Mimoides euryleon,,,K. Dexter,,,,,1 gene
BN005207,,,low,7/24/2018,LEP 28849,Nymphalidae,Heliconiinae,Heliconiini,,Heliconius,clysonymus,montanus,Abdomen Soak,0.0207,4.14,Heliconius clysonymus,Heliconius clysonymus,,,K. Dexter,,,,,14 genes
BN005217,InQueue,13,good,,SM-12-B017,Lycaenidae,Lycaeninae,,,Lycaena,standfussi,standfussi,,,24.2,Lycaena standfussi,Lycaena standfussi,,,Sarah Maunsell,MCZ,,,3,
BN005218,InQueue,13,good,,SM-16-B008,Lycaenidae,Lycaeninae,,,Lycaena,li,li,,,21.6,Lycaena li,Lycaena li,,,Sarah Maunsell,MCZ,,,1,2 genes
BN005219,InQueue,13,good,,SM-15-B016,Lycaenidae,Lycaeninae,,,Lycaena,pang,pang,,,67.8,Lycaena pang,Lycaena pang,,,Sarah Maunsell,MCZ,,,4,
BN005220,InQueue,13,good,,SM-13-B001,Lycaeninae,Lycaeninae,,,Heliophorous,saphir,,,,46.4,Heliophorous saphir,Heliophorus saphir,,,Sarah Maunsell,MCZ,,,4,
BN005221,InQueue,13,good,,CJM-13-2087,Lycaeninae,Theclinae,Luciini,,Hypochrysops,chrysargyra,,,,3.52,Hypochrysops chrysargyra,Hypochrysops chrysargyra,,,Sarah Maunsell,MCZ,,,1,1 gene
BN005222,InQueue,13,low,,CJM-13-2096,Lycaeninae,Theclinae,Luciini,,Hypochrysops,dicomas,,,,4.2,Hypochrysops dicomas,Hypochrysops dicomas,,,Sarah Maunsell,MCZ,,,5,
BN005223,InQueue,13,low,,CJM-13-2081,Lycaeninae,Theclinae,Luciini,,Hypochrysops,chrysanthis,,,,0.548,Hypochrysops chrysanthis,Hypochrysops chrysanthis,,,Sarah Maunsell,MCZ,,,1,
BN005224,InQueue,13,low,,CJM-13-2151,Lycaeninae,Theclinae,Luciini,,Hypochrysops,rufimargo,,,,1.16,Hypochrysops rufimargo,Hypochrysops rufimargo,,,Sarah Maunsell,MCZ,,,1,
BN005225,InQueue,13,low,,CJM-13-2133,Lycaeninae,Theclinae,Luciini,,Hypochrysops,mioswara,,,,1.36,Hypochrysops mioswara,Hypochrysops heros,,,Sarah Maunsell,MCZ,,,1,
BN005226,InQueue,13,low,,CJM-13-2064,Lycaeninae,Theclinae,Luciini,,Hypochrysops,antiphon,,,,0.948,Hypochrysops antiphon,Hypochrysops antiphon,,,Sarah Maunsell,MCZ,,,1,
BN005227,InQueue,13,low,,HD-17-Q609,Lycaeninae,Theclinae,Luciini,,Hypochrysops,siren,,,,1.96,Hypochrysops siren,Hypochrysops siren,,,Sarah Maunsell,MCZ,,,1,
BN005228,InQueue,13,low,,IT-17-S013,Lycaeninae,Theclinae,Luciini,,Hypochrysops,architas,cratevas,,,4.26,Hypochrysops architas,Hypochrysops architas,,,Sarah Maunsell,MCZ,,,1,
BN005229,InQueue,13,low,,SM-08-B004,Lycaeninae,Lycaeninae,,,Heliophorous,sena,,,,2.08,Heliophorous sena,Heliophorus sena,,,Sarah Maunsell,MCZ,,,1,
BN005230,InQueue,13,low,,CJM-16-2638,Lycaeninae,Theclinae,Luciini,,Hypochrysops,castaneus,,,,3.82,Hypochrysops castaneus,Hypochrysops castaneus,,,Sarah Maunsell,MCZ,,,1,
BN005231,InQueue,13,low,,CJM-17-2737,Lycaeninae,Theclinae,Luciini,,Hypochrysops,thauma,,,,1.87,Hypochrysops thauma,N/A,,,Sarah Maunsell,MCZ,,,1,
BN005232,InQueue,13,low,,CJM-17-2740,Lycaeninae,Theclinae,Luciini,,Hypochrysops,taeniatus,,,,1.78,Hypochrysops taeniatus,Hypochrysops taeniata,,,Sarah Maunsell,MCZ,,,1,
BN005233,InQueue,13,low,,CJM-17-2744,Lycaeninae,Theclinae,Luciini,,Hypochrysops,constantacea,jamesi,,,1.16,Hypochrysops constantacea,N/A,,,Sarah Maunsell,MCZ,,,1,
BN005234,InQueue,13,low,,CJM-17-2749,Lycaeninae,Theclinae,Luciini,,Hypochrysops,aurantiaca,,,,1.18,Hypochrysops aurantiaca,Hypochrysops aurantiaca,,,Sarah Maunsell,MCZ,,,1,
BN005235,InQueue,13,good,,CJM-17-2753,Lycaeninae,Theclinae,Luciini,,Hypochrysops,calliphon,,,,7.28,Hypochrysops calliphon,Hypochrysops calliphon,,,Sarah Maunsell,MCZ,,,1,
BN005236,,13,good,,CJM-13-2100,Lycaeninae,Theclinae,Luciini,,Hypochrysops,dinawa,,,,4.54,Hypochrysops dinawa,Hypochrysops dinawa,,,Sarah Maunsell,MCZ,,,,
BN005237,,13,good,,SM-18-A075,Lycaenidae,Lycaeninae,,,Lycaena,feredayi,,,,54.2,Lycaena feredayi,Lycaena feredayi,,,Sarah Maunsell,MCZ,,,,
BN005238,,13,good,,SM-18-A082,Lycaenidae,Lycaeninae,,,Lycaena,raupahara,,,,25.8,Lycaena raupahara,N/A,,,Sarah Maunsell,MCZ,,,,
BN005239,,13,low,,CJM-13-2070,Lycaeninae,Theclinae,Luciini,,Hypochrysops,argyriorufa,,,,2.2,Hypochrysops argyriorufa,Hypochrysops argyriorufa,,,Sarah Maunsell,MCZ,,,,
BN005240,,13,low,,CJM-13-2109,Lycaeninae,Theclinae,Luciini,,Hypochrysops,herdonius,,,,1.15,Hypochrysops herdonius,Hypochrysops herdonius,,,Sarah Maunsell,MCZ,,,,
BN005241,,13,good,,MCZ-ENT00085377,Lycaeninae,Theclinae,Luciini,,Hypochrysops,elgneri,barnardi,,,10.6,Hypochrysops elgneri,Hypochrysops elgneri,,,Sarah Maunsell,MCZ,,,,1 gene
BN005242,,13,good,,MCZ-ENT00086188,Lycaeninae,Theclinae,Luciini,,Hypochrysops,cyane,,,,10.2,Hypochrysops cyane,Hypochrysops cyane,,,Sarah Maunsell,MCZ,,,,1 gene
BN005243,,13,low,,MCZ-ENT00085380,Lycaeninae,Theclinae,Luciini,,Hypochrysops,cleon,,,,1.39,Hypochrysops cleon,Hypochrysops cleon,,,Sarah Maunsell,MCZ,,,,
BN005244,,13,good,,PV-11-F88,Lycaeninae,Theclinae,Luciini,,Hypochrysops,argyriorufus,,,,45.6,Hypochrysops argyriorufus,Hypochrysops argyriorufa,,,Sarah Maunsell,MCZ,,,,
BN005245,,13,good,,PV-11-577,Lycaeninae,Theclinae,Luciini,,Hypochrysops,geminatus,,,,68,Hypochrysops geminatus,Hypochrysops geminatus,,,Sarah Maunsell,MCZ,,,,
BN005246,,13,good,,PV-11-638,Lycaeninae,Theclinae,Luciini,,Hypochrysops,meeki,,,,65.2,Hypochrysops meeki,Hypochrysops meeki,,,Sarah Maunsell,MCZ,,,,
BN005247,InQueue,13,good,,DL-01-P097,Lycaenidae,Curetinae,,,Curetis,bulis,bulis,,,95.2,Curetis bulis,Curetis bulis,,,Sarah Maunsell,MCZ,,,5,6 genes
BN005248,InQueue,13,good,,DL-07-B092,Lycaenidae,Curetinae,,,Curetis,tagalica,tagalica,,,30.4,Curetis tagalica,Curetis tagalica,,,Sarah Maunsell,MCZ,,,5,5 genes
BN005249,InQueue,13,good,,DL-07-Z022,Lycaenidae,Curetinae,,,Curetis,acuta,,,,7.92,Curetis acuta,Curetis acuta,,,Sarah Maunsell,MCZ,,,4,2 genes
BN005250,InQueue,13,good,,MWT-93-A045,Lycaenidae,Curetinae,,,Curetis,freda,,,,24.8,Curetis freda,Curetis freda,,,Sarah Maunsell,MCZ,,,5,
BN005251,InQueue,13,good,,MWT-93-E013,Lycaenidae,Curetinae,,,Curetis,sperthis,sperthis,,,7.2,Curetis sperthis,Curetis sperthis,,,Sarah Maunsell,MCZ,,,5,5 genes
BN005252,InQueue,13,good,,NP-95-Y234,Lycaenidae,Curetinae,,,Curetis,santana,malayica,,,70.6,Curetis santana,Curetis santana,,,Sarah Maunsell,MCZ,,,5,
BN005253,,13,low,7/27/2018,LEP-66981,Nymphalidae,Heliconiinae,Acraeini,,Acraea,moluccana,,Abdomen Soak,0.0162,3.24,Acraea moluccana,Acraea moluccana,,,K. Dexter,CNC,,,,
BN005254,,13,good,7/27/2018,LEP-46013,Hesperiidae,,,,Nastra,neamathla,,Abdomen Soak,0.22,44,Nastra neamathla,Nastra neamathla,,,K. Dexter,,Hesp,,,
BN005255,,,good,7/27/2018,LEP-45967,Lycaenidae,Polyommatinae,,,Polyommatus,thersites,,Abdomen Soak,0.225,45,Polyommatus thersites,Polyommatus thersites,,,K. Dexter,,,,,4 genes
BN005256,,,good,7/27/2018,LEP-41576,Nymphalidae,Apaturinae,,,Doxocopa,elis,,Abdomen Soak,0.417,83.4,Doxocopa elis,Doxocopa elis,,,K. Dexter,,,,,
BN005257,,,good,7/27/2018,LEP-41609,Nymphalidae,Biblidinae,Eubagini,,Dynamine,tithia,,Abdomen Soak,0.232,46.4,Dynamine tithia,Dynamine tithia,,,K. Dexter,,,,,3 genes
BN005258,,,good,7/27/2018,LEP-41619,Nymphalidae,Apaturinae,,,Doxocopa,cyane,,Abdomen Soak,0.446,89.2,Doxocopa cyane,Doxocopa cyane,,,K. Dexter,,,,,
BN005259,,450,good,7/27/2018,LEP-41637,Nymphalidae,,,,Oressinom,typhla,,Abdomen Soak,0.2,40,Oressinom typhla,Oressinoma typhla,,,K. Dexter,,,X,,
BN005260,,,good,7/27/2018,LEP-41688,Nymphalidae,Nymphalinae,Nymphalini,,Hypanartia,dione,,Abdomen Soak,0.363,72.6,Hypanartia dione,Hypanartia dione,,,K. Dexter,,,,,10 genes
BN005261,OnGenbank,NA,good,7/27/2018,LEP-41765,Hesperiidae,,,,Morys,compta,,Abdomen Soak,0.253,50.6,Morys compta,Morys compta,,,K. Dexter,,,,,10 genes
BN005262,OnGenbank,NA,good,7/27/2018,LEP-41860,Hesperiidae,Pyrginae,,,Chioides,catillus,jethira,Abdomen Soak,0.449,89.8,Chioides catillus,Chioides catillus,,,K. Dexter,,Hesp,,,10 genes
BN005263,,,good,7/27/2018,LEP-42878,Nymphalidae,,,,Pyrrhogyra,edocla,,Abdomen Soak,0.433,86.6,Pyrrhogyra edocla,Pyrrhogyra edocla,,,K. Dexter,,,,,3 genes
BN005264,,13,good,7/27/2018,LEP-43180,Hesperiidae,,,,Morys,geisa,,Abdomen Soak,0.0679,13.58,Morys geisa,Morys geisa,,,K. Dexter,,Hesp,,,1 gene
BN005265,,,good,7/27/2018,LEP-43235,Nymphalidae,Cyrestinae,Cyrestini,,Marpesia,marcella,,Abdomen Soak,0.329,65.8,Marpesia marcella,Marpesia marcella,,,K. Dexter,,,,,
BN005266,,,good,7/27/2018,LEP-43376,Nymphalidae,Nymphalinae,Nymphalini,,Vanessa,cardui,,Abdomen Soak,0.386,77.2,Vanessa cardui,Vanessa cardui,,,K. Dexter,,,,,9 genes
BN005267,,13,good,7/27/2018,LEP-43453,Hesperiidae,,,,Amblyscirtes,phylace,,Abdomen Soak,0.216,43.2,Amblyscirtes phylace,Amblyscirtes phylace,,,K. Dexter,,Hesp,,,
BN005268,,,good,7/27/2018,LEP-43492,Riodinidae,,,,Calephelis,nemesis,,Abdomen Soak,0.297,59.4,Calephelis nemesis,Calephelis nemesis,,,K. Dexter,,,,,
BN005269,,,good,7/27/2018,LEP-43519,Riodinidae,,,,Calephelis,arizonensis,,Abdomen Soak,0.198,39.6,Calephelis arizonensis,Calephelis arizonensis,,,K. Dexter,,,,,
BN005270,,450,good,7/27/2018,LEP-43664,Hesperiidae,,,,Hesperopsis,alpheus,,Abdomen Soak,0.269,53.8,Hesperopsis alpheus,Hesperopsis alpheus,,,K. Dexter,,,X,,2 genes
BN005271,,,good,7/27/2018,LEP-43670,Riodinidae,,,,Apodemia,palmeri,,Abdomen Soak,0.189,37.8,Apodemia palmeri,Apodemia palmerii,,,K. Dexter,,,,,
BN005272,,,good,7/27/2018,LEP-44171,Papilionidae,,,,Eurytides,philolaus,,Abdomen Soak,0.406,81.2,Eurytides philolaus,Eurytides philolaus,,,K. Dexter,,,,,1 genes
BN005273,,,good,7/27/2018,LEP-44325,Nymphalidae,Satyrinae,,,Enodia,creola,,Abdomen Soak,0.367,73.4,Enodia creola,N/A,,,K. Dexter,,,,,
BN005274,,,good,7/27/2018,LEP-45925,Nymphalidae,Satyrinae,,,Satyrus,dryas,,Abdomen Soak,0.366,73.2,Satyrus dryas,N/A,,,K. Dexter,,,,,
BN005275,,,good,7/27/2018,LEP-45930,Nymphalidae,Satyrinae,Satyrini,,Kirinia,eversmanni,,Abdomen Soak,0.385,77,Kirinia eversmanni,Kirinia eversmanni,,,K. Dexter,,,,,1 gene
BN005276,,,good,7/27/2018,LEP-44616,Nymphalidae,Limenitidinae,Neptini,,Neptis,rivularis,,Abdomen Soak,0.373,74.6,Neptis rivularis,Neptis rivularis,,,K. Dexter,,,,,3 genes
BN005277,,,good,7/27/2018,LEP-45970,Nymphalidae,Nymphalinae,Melitaeini,,Phyciodes,pulchella,,Abdomen Soak,0.335,67,Phyciodes pulchella,Phyciodes pulchella,,,K. Dexter,,,,,3 genes
BN005278,,,good,7/27/2018,LEP-41120,Papilionidae,,,,Eurytides,serville,,Abdomen Soak,0.29,58,Eurytides serville,Eurytides serville,,,K. Dexter,,,,,3 genes
BN005279,,,good,7/27/2018,LEP-41121,Papilionidae,Papilioninae,Troidini,,Battus,belus,,Abdomen Soak,0.391,78.2,Battus belus,Battus belus,,,K. Dexter,,,,,2 genes
BN005280,,,good,7/27/2018,LEP-41643,Nymphalidae,Satyrinae,Satyrini,,Taygetis,larua,,Abdomen Soak,0.358,71.6,Taygetis larua,Taygetis larua,,,K. Dexter,,,,,4 genes
BN005281,,,good,7/27/2018,LEP-43080,Nymphalidae,Heliconiinae,,Argynnis,Speyeria,diana,,Abdomen Soak,0.304,60.8,Speyeria diana,N/A,,,K. Dexter,,,,,
BN005282,,,good,7/27/2018,LEP-42747,Nymphalidae,Biblidinae,Epicaliini,,Catonephele,salambria,,Abdomen Soak,0.375,75,Catonephele salambria,Catonephele salambria,,,K. Dexter,,,,,
BN005283,,,good,7/27/2018,LEP-42843,Nymphalidae,Satyrinae,,,Pierella,lamia,,Abdomen Soak,0.45,90,Pierella lamia,Pierella lamia,,,K. Dexter,,,,,5 genes
BN005284,,,good,7/27/2018,LEP-42864,Nymphalidae,,,,Lycorea,ilione,,Abdomen Soak,0.476,95.2,Lycorea ilione,Lycorea ilione,,,K. Dexter,,,,,3 genes
BN005285,,450,good,7/27/2018,LEP-43267,Nymphalidae,Danainae,Ithominii,,Godyris,duilia,,Abdomen Soak,0.422,84.4,Godyris duilia,Godyris duillia,,,K. Dexter,,,X,,
BN005286,,,good,7/27/2018,LEP-43718,Papilionidae,Papilioninae,Papilionini,,Pterourus,multicaudata,,Abdomen Soak,0.386,77.2,Pterourus multicaudata,Pterourus multicaudata,,,K. Dexter,,,,,2 genes
BN005287,,,good,7/27/2018,LEP-43877,Papilionidae,Papilioninae,Papilionini,,Papilio,bromius,,Abdomen Soak,0.398,79.6,Papilio bromius,Nisoniades mimas,,,K. Dexter,,,,,
BN005288,,,good,7/27/2018,LEP-43879,Papilionidae,Papilioninae,Papilionini,,Papilio,hesperus,,Abdomen Soak,0.479,95.8,Papilio hesperus,Papilio hesperus,,,K. Dexter,,,,,
BN005289,,,good,7/27/2018,LEP-43954,Papilionidae,Papilioninae,Papilionini,,Papilio,sosia,,Abdomen Soak,0.398,79.6,Papilio sosia,Papilio sosia,,,K. Dexter,,,,,
BN005290,,,good,7/27/2018,LEP-43992,Papilionidae,Papilioninae,Papilionini,,Papilio,menestheus,,Abdomen Soak,0.359,71.8,Papilio menestheus,Papilio menestheus,,,K. Dexter,,,,,
BN005291,,,good,7/27/2018,LEP-44158,Papilionidae,,,,Eurytides,thymbraeus,,Abdomen Soak,3.17,634,Eurytides thymbraeus,N/A,,,K. Dexter,,,,,
BN005292,,,good,7/27/2018,LEP-44159,Nymphalidae,Heliconiinae,Heliconiini,,Heliconius,hecale,,Abdomen Soak,0.29,58,Heliconius hecale,Heliconius hecale,,,K. Dexter,,,,,14 genes
BN005293,,450,good,7/27/2018,LEP-44160,Papilionidae,,,,Heraclides,thoas,,Abdomen Soak,0.47,94,Heraclides thoas,Heraclides thoas,,,K. Dexter,,,X,,3 genes
BN005294,,450,good,7/27/2018,LEP-44477,Nymphalidae,Danainae,Danaini,,Danaus,plexippus,,Abdomen Soak,0.38,76,Danaus plexippus,Danaus plexippus,,,K. Dexter,,,X,,11 genes
BN005295,,13,good,7/27/2018,LEP-44483,Hesperiidae,Eudaminae,Eudamini,,Astraptes,tucuti,,Abdomen Soak,0.339,67.8,Astraptes tucuti,Astraptes tucuti,,,K. Dexter,,Hesp,,,1 gene
BN005296,,,good,7/27/2018,LEP-44485,Hesperiidae,Eudaminae,Eudamini,,Astraptes,fulgerator,complex,Abdomen Soak,0.383,76.6,Astraptes fulgerator,Astraptes fulgerator,,,K. Dexter,,,,,9 genes. for COI Barcode
BN005297,,,good,7/27/2018,LEP-41457,Nymphalidae,Biblidinae,Ageroniini,,Hamadryas,chloe,,Abdomen Soak,0.384,76.8,Hamadryas chloe,Hamadryas chloe,,,K. Dexter,,,,,5 genes
BN005298,,,good,7/27/2018,LEP-44626,Nymphalidae,Satyrinae,,,Melanargia,parce,,Abdomen Soak,0.382,76.4,Melanargia parce,Melanargia parce,,,K. Dexter,,,,,2 genes
BN005299,,,good,7/27/2018,LEP-47382,Nymphalidae,,,,Tarattia,lymire,,Abdomen Soak,0.0656,13.12,Tarattia lymire,N/A,,,K. Dexter,,,,,
BN005300,,,good,7/27/2018,LEP-41112,Nymphalidae,Biblidinae,Ageroniini,,Hamadryas,fornax,,Abdomen Soak,0.249,49.8,Hamadryas fornax,Hamadryas fornax,,,K. Dexter,,,,,5 genes
BN005329,,13,good,7/31/2018,LEP-50650,Hesperiidae,,,,Borbo,gamella,,Abdomen Soak,0.454,90.8,Borbo gamella,Borbo gemella,,,K. Dexter,,Hesp,,,
BN005350,duplicate,unassigned,good,8/2/2018,LEP-53236,Hesperiidae,,,,Milanion,leucapsis,,Abdomen Soak,0.211,42.2,Milanion leucapsis,Milanion leucaspis,,,K. Dexter,,,,,
BN005356,,13,good,8/2/2018,LEP-53551,Hesperiidae,Pyrginae,Carcharodini,,Staphylus,mazans,,Abdomen Soak,0.124,24.8,Staphylus mazans,Staphylus mazans,,,K. Dexter,,Hesp,,,
BN005359,,13,good,8/2/2018,LEP-53593,Hesperiidae,Pyrginae,,,Bolla,clytius,,Abdomen Soak,0.233,46.6,Bolla clytius,Bolla clytius,,,K. Dexter,,Hesp,,,
BN005360,,13,good,8/2/2018,LEP-53603,Hesperiidae,Pyrginae,Pyrgini,,Pyrgus,adepta,,Abdomen Soak,0.446,89.2,Pyrgus adepta,N/A,,,K. Dexter,,Hesp,,,
BN005362,,13,good,8/2/2018,LEP-53655,Hesperiidae,Pyrginae,,,Bolla,imbras,,Abdomen Soak,0.333,66.6,Bolla imbras,Bolla imbras,,,K. Dexter,,Hesp,,,
BN005363,,13,good,8/2/2018,LEP-53658,Hesperiidae,,,,Papias,dictys,,Abdomen Soak,0.26,52,Papias dictys,Papias dictys,,,K. Dexter,,Hesp,,,
BN005364,OnGenbank,NA,good,8/2/2018,LEP-53676,Hesperiidae,,,,Remella,rita,,Abdomen Soak,0.187,37.4,Remella rita,Remella rita,,,K. Dexter,,Hesp,,,10 genes
BN005366,,450,good,8/2/2018,LEP-53684,Hesperiidae,,,,Zera,eboneus,,Abdomen Soak,0.202,40.4,Zera eboneus,Zera eboneus,,,K. Dexter,,Hesp,,,
BN005367,,450,good,8/2/2018,LEP-53690,Hesperiidae,,,,Synapte,salenus,salenus,Abdomen Soak,0.455,91,Synapte salenus,Synapte salenus,,,K. Dexter,,Hesp,X,,1 gene
BN005376,,13,good,8/2/2018,LEP-53232,Hesperiidae,Eudaminae,Eudamini,,Astraptes,cretatus/creteus,,Abdomen Soak,0.367,73.4,Astraptes cretatus/creteus,N/A,,,K. Dexter,,Hesp,,,
BN005384,,,good,8/2/2018,LEP-53675,Hesperiidae,Eudaminae,Eudamini,,Astraptes,fulgerator,complex,Abdomen Soak,0.417,83.4,Astraptes fulgerator,Astraptes fulgerator,,,K. Dexter,,,,,9 genes. for COI Barcode
BN005388,duplicate,NA,good,8/2/2018,LEP-53518,Hesperiidae,,,,Panoquina,ocola,,Abdomen Soak,0.367,73.4,Panoquina ocola,Panoquina ocola,,,K. Dexter,,Hesp,,,9 genes
