SamplesSubmitted,SequencesReceived,SequencesProcessed,LociRecoverd,DelevieredTo,DelevieredToDate,RAPiD_SampleCode,BNet_UI,DNA_Yield,ProbeKit,Date_Extracted,ID,Family,Subfamily,Tribe,Section,Genus,Species,Subspecies,Tissue,QubitAssayConcentration,QubitStockConcentration,FullName,ValidName,DateSentToRapid,ExtractedBy,Contributor,ProjectCode,Type,RAPID_RowSort,RAPID_ColumnSort,RAPID_UniqueClientCode
YES,YES,YES,,,,FMN_456204_P04_WH09,BN002598,good,450,3/21/2017,LEP 43228,Pieridae,Pierinae,Pierini,Aporiina,Melete,leucanthe,,Thorax,0.33,66,Melete leucanthe,Melete leucanthe,6/27/2017,K.Dexter,,Pier,,381,360,BN002598
YES,YES,YES,,,,FMN_456204_P04_WG08,BN002601,good,450,1/18/2017,BN-SZS-00144,Pieridae,Pierinae,Pierini,Aporiina,Mylothris,chloris,,Thorax,0.108,21.6,Mylothris chloris,Mylothris chloris,6/27/2017,K.Dexter,M. Espeland,Pier,,368,351,BN002601
YES,YES,YES,,,,FMN_456204_P04_WH08,BN002624,good,450,3/21/2017,LEP 41123,Pieridae,Pierinae,Pierini,Aporiina,Pereute,leucodrosime,,Thorax,0.311,62.2,Pereute leucodrosime,Pereute leucodrosime,6/27/2017,K.Dexter,,Pier,,380,352,BN002624
YES,YES,YES,,,,FMN_456204_P04_WH07,BN002247,good,450,3/30/2017,HD-16-P055,Pieridae,Pierinae,Pierini,Appiadina,Aoa,affinis,,Abdomen,0.306,61.2,Aoa affinis,Aoa affinis,6/27/2017,K. Dexter,David Lohman,Pier,X,379,344,BN002247
YES,YES,YES,,,,FMN_456204_P04_WE11,BN002277,good,450,10/17/2016,MY-2016-83,Pieridae,Pierinae,Pierini,Appiadina,Appias,paulina,minato,Thorax,0.0457,9.14,Appias paulina,Appias paulina,6/27/2017,K.Dexter,Yago,Pier,,347,373,BN002277
YES,YES,YES,,,,FMN_456204_P04_WF03,BN002534,good,450,3/21/2017,LEP 44525,Pieridae,Pierinae,Pierini,Appiadina,Glutophrissa,drusilla,,Thorax,0.0582,11.6,Glutophrissa drusilla,Glutophrissa drusilla,6/27/2017,K.Dexter,,Pier,,351,310,BN002534
YES,YES,YES,,,,FMN_456204_P04_WG03,BN002679,good,450,3/30/2017,HD-16-P290,Pieridae,Pierinae,Pierini,Appiadina,Saletara,liberia,liberia,Abdomen,0.1,20,Saletara liberia,Saletara liberia,6/27/2017,K. Dexter,David Lohman,Pier,,363,311,BN002679
YES,YES,YES,,,,FMN_456204_P04_WH03,BN002685,good,450,3/30/2017,HD-16-P285,Pieridae,Pierinae,Pierini,Appiadina,Udaiana,cynis,cynis,Abdomen,0.255,51,Udaiana cynis,Udaiana cynis,6/27/2017,K. Dexter,David Lohman,Pier,X,375,312,BN002685
YES,YES,YES,,,,FMN_456204_P04_WF12,BN002660,good,450,1/5/2017,VN-16-D035,Pieridae,Pierinae,Pierini,Apporiina,Prioneris,thestylis,thestylis,abdomen,0.0846,16.9,Prioneris thestylis,Prioneris thestylis,6/27/2017,K.Dexter,D. Lohman,Pier,X,360,382,BN002660
YES,YES,YES,,,,FMN_456204_P04_WG01,BN002573,good,450,3/21/2017,LEP 36814,Pieridae,Pierinae,Pierini,Pierina,Leptophobia,eleone,,Thorax,0.0884,17.7,Leptophobia eleone,Leptophobia eleone,6/27/2017,K.Dexter,,Pier,X,361,295,BN002573
YES,YES,YES,,,,FMN_456204_P04_WH11,BN002627,good,450,7/1/2016,LEP 33023,Pieridae,Pierinae,Pierini,Pierina,Perrhybris,pyrrha,,Thorax,0.453,90.6,Perrhybris pyrrha,,6/27/2017,K.Dexter,,Pier,,383,376,BN002627
YES,YES,YES,,,,FMN_456204_P04_WH01,BN002638,good,450,3/21/2017,LEP 45960,Pieridae,Pierinae,Pierini,Pierina,Pieris,brassicae,ottonis,Thorax,0.148,29.6,Pieris brassicae,Pieris brassicae,6/27/2017,K.Dexter,,Pier,X,373,296,BN002638
YES,YES,YES,,,,FMN_456204_P04_WH02,BN002644,good,450,3/21/2017,LEP 45927,Pieridae,Pierinae,Pierini,Pierina,Pieris,napi,,Thorax,0.157,31.4,Pieris napi,Pieris napi,6/27/2017,K.Dexter,,Pier,,374,304,BN002644
YES,YES,YES,,,,FMN_456204_P04_WH12,BN002646,good,450,8/19/2016,LEP 28731,Pieridae,Pierinae,Pierini,Pierina,Pieris,rapae,,Thorax,0.47,94,Pieris rapae,Pieris rapae,6/27/2017,K.Dexter,,Pier,,384,384,BN002646
YES,YES,YES,,,,FMN_456204_P04_WF11,BN002652,good,450,3/21/2017,LEP 47954,Pieridae,Pierinae,Pierini,Pierina,Pontia,daplidice,,Thorax,0.0817,16.3,Pontia daplidice,Pontia daplidice,6/27/2017,K.Dexter,,Pier,X,359,374,BN002652
YES,YES,YES,,,,FMN_456204_P04_WF05,BN002681,good,450,3/30/2017,FH-16-Y021,Pieridae,Pierinae,Pierini,Pierina,Talbotia,naganum,karumii,Abdomen,0.0622,12.4,Talbotia naganum,Talbotia naganum,6/27/2017,K. Dexter,David Lohman,Pier,X,353,326,BN002681
YES,YES,YES,,,,FMN_456204_P04_WG10,BN002373,good,450,4/12/2017,LEP 48670,Pieridae,Pierinae,Teracolini,,Colotis,amata,calais,Thorax,0.11,22,Colotis amata,Colotis amata,6/27/2017,K. Dexter,,Pier,X,370,367,BN002373
YES,YES,YES,,,,FMN_456204_P04_WF01,BN002489,good,450,3/21/2017,LEP 35544,Pieridae,Pierinae,Teracolini,,Eronia,cleodora,,Thorax,0.0502,10,Eronia cleodora,Eronia cleodora,6/27/2017,K.Dexter,,Pier,X,349,294,BN002489
YES,YES,YES,,,,FMN_456204_P04_WF06,BN002559,good,450,1/5/2017,IT-16-P002,Pieridae,Pierinae,Teracolini,,Ixias,venillia,,abdomen,0.064,12.8,Ixias venillia,Ixias venilia,6/27/2017,K.Dexter,D. Lohman,Pier,,354,334,BN002559
YES,YES,YES,,,,FMN_456204_P04_WF07,BN002648,good,450,4/12/2017,LEP 40373,Pieridae,Pierinae,Teracolini,,Pinacopteryx,eriphia,,Thorax,0.0731,14.6,Pinacopteryx eriphia,Pinacopteryx eriphia,6/27/2017,K. Dexter,,Pier,X,355,342,BN002648
YES,,,,,,FMN_456204_P05_WB04,BN000431,good,450,,65,Hesperiidae,Eudaminae,,,Hyalothyrus,mimicus,,,0.0278,5.56,Hyalothyrus mimicus,Hyalothyrus mimicus,3/26/2018,Andy Warren,Andy Warren,Hesp,,400,410,BN000431
YES,,,,,,FMN_456204_P05_WC09,BN000554,good,450,8/16/2017,LEP 53041,Hesperiidae,Eudaminae,,,Oechydrus,chersis,chersis,Abdomen,0.206,41.2,Oechydrus chersis,Oechydrus chersis,3/26/2018,K. Dexter,Ana B. B. Morais,Hesp,X,417,451,BN000554
YES,,,,,,FMN_456204_P05_WA08,BN000853,low,450,,143,Hesperiidae,Eudaminae,,,Typhedanus,ampyx,,,0.0199,3.98,Typhedanus ampyx,Typhedanus ampyx,3/26/2018,Andy Warren,Andy Warren,Hesp,,392,441,BN000853
YES,,,,,,FMN_456204_P05_WD12,BN000893,good,450,9/15/2017,RV-06-A439,Hesperiidae,Hesperiinae,Anthoptini,,Zalomes,,,Thorax,0.36,72,Zalomes,Zalomes,3/26/2018,K. Dexter,MCZ,Hesp,,432,476,BN000893
YES,,,,,,FMN_456204_P05_WE09,BN002821,good,450,11/13/2017,LEP 49542,Hesperiidae,Hesperiinae,Carystini,,Panoquina,panoquin,,Thorax,0.445,89,Panoquina panoquin,Panoquina panoquin,3/26/2018,K. Dexter,,Hesp,X,441,453,BN002821
YES,,,,,,FMN_456204_P05_WD05,BN003440,good,450,1/17/2018,LEP 59353,Hesperiidae,Hesperiinae,Erionotini,,Ankola,fan,,Abdomen Soak,0.292,58.4,Ankola fan,Ankola fan,3/26/2018,K. Dexter,Toussaint,Hesp,,425,420,BN003440
YES,,,,,,FMN_456204_P05_WE01,BN002814,good,450,11/13/2017,LEP 47482,Hesperiidae,Hesperiinae,Erionotini,,Erionota,thrax,thrax,Thorax,0.368,73.6,Erionota thrax,Erionota thrax,3/26/2018,K. Dexter,,Hesp,X,433,389,BN002814
YES,,,,,,FMN_456204_P05_WB09,BN000430,good,450,,604,Hesperiidae,Hesperiinae,Erionotini,,Hidari,irava,,,0.0462,9.24,Hidari irava,Hidari irava,3/26/2018,Andy Warren,Andy Warren,Hesp,X,405,450,BN000430
YES,,,,,,FMN_456204_P05_WA11,BN000579,good,450,,553,Hesperiidae,Hesperiinae,Erionotini,,Paracleros,biguttulus,,,0.0228,4.56,Paracleros biguttulus,Paracleros biguttulus,3/26/2018,Andy Warren,Andy Warren,Hesp,X,395,465,BN000579
YES,,,,,,FMN_456204_P05_WB11,BN000888,good,450,7/26/2017,BN-SZS-00531,Hesperiidae,Hesperiinae,Erionotini,,Xanthodisca,vibius,,Legs,0.0532,10.6,Xanthodisca vibius,Xanthodisca vibius,3/26/2018,K. Dexter,Szabolcs Sáfián,Hesp,X,407,466,BN000888
YES,,,,,,FMN_456204_P05_WD01,BN000904,good,450,7/26/2017,BN-SZS-00600,Hesperiidae,Hesperiinae,Erionotini,,Zophopetes,cerymica,,Legs,0.257,51.4,Zophopetes cerymica,Zophopetes cerymica,3/26/2018,K. Dexter,Szabolcs Sáfián,Hesp,,421,388,BN000904
YES,,,,,,FMN_456204_P05_WC10,BN000292,good,450,9/15/2017,DY-93-H073,Hesperiidae,Hesperiinae,Hesperiini,,Cyclosma,,,Thorax,0.207,41.4,Cyclosma,Cyclosma,3/26/2018,K. Dexter,MCZ,Hesp,,418,459,BN000292
YES,,,,,,FMN_456204_P05_WA06,BN000385,low,450,,351,Hesperiidae,Hesperiinae,Hesperiini,,Hansa,devergens,hydra,,0.016,3.2,Hansa devergens,Hansa devergens,3/26/2018,Andy Warren,Andy Warren,Hesp,,390,425,BN000385
YES,,,,,,FMN_456204_P05_WD09,BN000885,good,450,9/5/2017,LEP 53072,Hesperiidae,Hesperiinae,Hesperiini,,Wallengrenia,premnas,,Abdomen,0.333,66.6,Wallengrenia premnas,Wallengrenia premnas,3/26/2018,K. Dexter,Ana B. B. Morais,Hesp,X,429,452,BN000885
YES,,,,,,FMN_456204_P05_WC12,BN000354,good,450,9/15/2017,DY-93-H077,Hesperiidae,Hesperiinae,Moncini,,Eutocus,,,Thorax,0.243,48.6,Eutocus,Eutocus,3/26/2018,K. Dexter,MCZ,Hesp,,420,475,BN000354
YES,,,,,,FMN_456204_P05_WD04,BN002815,good,450,11/13/2017,LEP 53200,Hesperiidae,Hesperiinae,Moncini,,Gallio,carasta,,Thorax,0.283,56.6,Gallio carasta,Gallio carasta,3/26/2018,K. Dexter,H. Romanowski & N. Mega,Hesp,,424,412,BN002815
YES,,,,,,FMN_456204_P05_WD07,BN002816,good,450,11/13/2017,LEP 53171,Hesperiidae,Hesperiinae,Moncini,,Ginungagapus,fiedleri,,Thorax,0.314,62.8,Ginungagapus fiedleri,Ginungagapus fiedleri,3/26/2018,K. Dexter,H. Romanowski & N. Mega,Hesp,,427,436,BN002816
YES,,,,,,FMN_456204_P05_WC08,BN000490,good,450,8/16/2017,LEP 53059,Hesperiidae,Hesperiinae,Moncini,,Miltomiges,cinnamomea,,Abdomen,0.172,34.4,Miltomiges cinnamomea,Miltomiges cinnamomea,3/26/2018,K. Dexter,Ana B. B. Morais,Hesp,X,416,443,BN000490
YES,,,,,,FMN_456204_P05_WD11,BN000493,good,450,8/16/2017,LEP 53060,Hesperiidae,Hesperiinae,Moncini,,Moeris,striga,striga,Abdomen,0.357,71.4,Moeris striga,Moeris striga,3/26/2018,K. Dexter,Ana B. B. Morais,Hesp,X,431,468,BN000493
YES,,,,,,FMN_456204_P05_WA05,BN000499,low,450,,206,Hesperiidae,Hesperiinae,Moncini,,Morys,micythus,,,0.0159,3.18,Morys micythus,Morys compta,3/26/2018,Andy Warren,Andy Warren,Hesp,,389,417,BN000499
YES,,,,,,FMN_456204_P05_WD02,BN003432,good,450,1/10/2018,LEP-59341,Hesperiidae,Hesperiinae,Moncini,,Mucia,zygia,,Abdomen Soak,0.27,54,Mucia zygia,Mucia zygia,3/26/2018,K. Dexter,MGCL,Hesp,,422,396,BN003432
YES,,,,,,FMN_456204_P05_WC11,BN000676,good,450,8/16/2017,LEP 53064,Hesperiidae,Hesperiinae,Moncini,,Psoralis,stacara,,Abdomen,0.212,42.4,Psoralis stacara,Psoralis stacara,3/26/2018,K. Dexter,Ana B. B. Morais,Hesp,,419,467,BN000676
YES,,,,,,FMN_456204_P05_WB03,BN000715,good,450,,501,Hesperiidae,Hesperiinae,Moncini,,Remella,,,,0.027,5.4,Remella,Remella,3/26/2018,Andy Warren,Andy Warren,Hesp,,399,402,BN000715
YES,,,,,,FMN_456204_P05_WE02,BN002824,good,450,11/13/2017,LEP 53163,Hesperiidae,Hesperiinae,Moncini,,Saniba,sabina,,Thorax,0.377,75.4,Saniba sabina,Saniba sabina,3/26/2018,K. Dexter,H. Romanowski & N. Mega,Hesp,X,434,397,BN002824
YES,,,,,,FMN_456204_P05_WC02,BN000812,good,450,8/16/2017,LEP 53066,Hesperiidae,Hesperiinae,Moncini,,Thargella,evansi,,Abdomen,0.0942,18.8,Thargella evansi,Thargella evansi,3/26/2018,K. Dexter,Ana B. B. Morais,Hesp,,410,395,BN000812
YES,,,,,,FMN_456204_P05_WE07,BN000834,good,450,9/15/2017,RV-06-A409,Hesperiidae,Hesperiinae,Moncini,,Tigasis,,,Thorax,0.428,85.6,Tigasis,Tigasis,3/26/2018,K. Dexter,MCZ,Hesp,,439,437,BN000834
YES,,,,,,FMN_456204_P05_WE03,BN000870,good,450,8/16/2017,LEP 53068,Hesperiidae,Hesperiinae,Moncini,,Vehilius,celeus,,Abdomen,0.382,76.4,Vehilius celeus,Vehilius celeus,3/26/2018,K. Dexter,Ana B. B. Morais,Hesp,,435,405,BN000870
YES,,,,,,FMN_456204_P05_WB02,BN000877,good,450,,349,Hesperiidae,Hesperiinae,Moncini,,Vidius,catarinae,,,0.0267,5.34,Vidius catarinae,Vidius catarinae,3/26/2018,Andy Warren,Andy Warren,Hesp,,398,394,BN000877
YES,,,,,,FMN_456204_P05_WB05,BN000549,good,450,,127,Hesperiidae,Hesperiinae,Taractocerini,,Ocybadistes,walkeri,,,0.0288,5.76,Ocybadistes walkeri,Ocybadistes walkeri,3/26/2018,Andy Warren,Andy Warren,Hesp,X,401,418,BN000549
YES,,,,,,FMN_456204_P05_WA07,BN000717,low,450,,310,Hesperiidae,Hesperiinae,Taractrocerini,,Sabera,caesina,,,0.018,3.6,Sabera caesina,Sabera caesina,3/26/2018,Andy Warren,Andy Warren,Hesp,X,391,433,BN000717
YES,,,,,,FMN_456204_P05_WC01,BN000440,good,450,7/26/2017,BN-SZS-00612,Hesperiidae,Hesperiinae,,,Hypoleucis,tripunctata,,Legs,0.0752,15,Hypoleucis tripunctata,Hypoleucis tripunctata,3/26/2018,K. Dexter,Szabolcs Sáfián,Hesp,X,409,387,BN000440
YES,,,,,,FMN_456204_P05_WC05,BN000478,good,450,7/26/2017,BN-SZS-00496,Hesperiidae,Hesperiinae,,,Melphinyet,flavina,,Legs,0.13,26,Melphinyet flavina,Melphinyet flavina,3/26/2018,K. Dexter,Szabolcs Sáfián,Hesp,,413,419,BN000478
YES,,,,,,FMN_456204_P05_WD08,BN002817,good,450,11/13/2017,LEP 53145,Hesperiidae,Hesperiinae,,,Metron,oropa,,Thorax,0.318,63.6,Metron oropa,Metron oropa,3/26/2018,K. Dexter,H. Romanowski & N. Mega,Hesp,,428,444,BN002817
YES,,,,,,FMN_456204_P05_WA02,BN000529,low,450,,31,Hesperiidae,Hesperiinae,,,Notamblyscirtes,simius,,,0.0107,2.14,Notamblyscirtes simius,Amblyscirtes simius,3/26/2018,Andy Warren,Andy Warren,Hesp,,386,393,BN000529
YES,,,,,,FMN_456204_P05_WE05,BN002812,good,450,11/13/2017,LEP 53219,Hesperiidae,Pyrginae,Achlyodini,,Eantis,thraso,,Thorax,0.387,77.4,Eantis thraso,Eantis thraso,3/26/2018,K. Dexter,H. Romanowski & N. Mega,Hesp,X,437,421,BN002812
YES,,,,,,FMN_456204_P05_WF01,BN003431,good,450,1/10/2018,LEP-59340,Hesperiidae,Pyrginae,Achylodidini,,Haemactis,,,Abdomen Soak,0.495,99,Haemactis,,3/26/2018,K. Dexter,MGCL,Hesp,,445,390,BN003431
YES,,,,,,FMN_456204_P05_WD10,BN000528,good,450,9/15/2017,RV-04-I739,Hesperiidae,Pyrginae,Carcharodini,,Noctuana,noctua,,Thorax,0.348,69.6,Noctuana noctua,Noctuana noctua,3/26/2018,K. Dexter,MCZ,Hesp,X,430,460,BN000528
YES,,,,,,FMN_456204_P05_WB10,BN000671,good,450,,606,Hesperiidae,Pyrginae,Celaenorrhinini,,Pseudocoladenia,dan,,,0.0492,9.84,Pseudocoladenia dan,Pseudocoladenia dan,3/26/2018,Andy Warren,Andy Warren,Hesp,X,406,458,BN000671
YES,,,,,,FMN_456204_P05_WB12,BN000740,good,450,7/26/2017,BN-SZS-00463,Hesperiidae,Pyrginae,Celaenorrhinini,,Scopulifera,nigropunctata or mulinzii,,Legs,0.0675,13.5,Scopulifera nigropunctata or mulinzii,Scopulifera sp,3/26/2018,K. Dexter,Szabolcs Sáfián,Hesp,X,408,474,BN000740
YES,,,,,,FMN_456204_P05_WA09,BN000852,low,450,7/26/2017,352/05.09.2016,Hesperiidae,Pyrginae,Celaenorrhinini,,Triskelionia,tricerata,,Legs,0.021,4.2,Triskelionia tricerata,Triskelionia tricerata,3/26/2018,K. Dexter,Szabolcs Sáfián,Hesp,X,393,449,BN000852
YES,,,,,,FMN_456204_P05_WE08,BN000345,good,450,5/31/2017,LEP 50956,Hesperiidae,Pyrginae,Erynnini,,Erynnis,tages,,Thorax,0.442,88.4,Erynnis tages,Erynnis tages,3/26/2018,K. Dexter,,Hesp,X,440,445,BN000345
YES,,,,,,FMN_456204_P05_WD03,BN000371,good,450,9/15/2017,NP-13-R010,Hesperiidae,Pyrginae,Erynnini,,Gesta,gesta,,Thorax,0.28,56,Gesta gesta,Gesta gesta,3/26/2018,K. Dexter,MCZ,Hesp,X,423,404,BN000371
YES,,,,,,FMN_456204_P05_WE10,BN000222,good,450,9/15/2017,RV-04-I110,Hesperiidae,Pyrginae,Pyrgini,,Carrhenes,,,Thorax,0.458,91.6,Carrhenes,Carrhenes,3/26/2018,K. Dexter,MCZ,Hesp,,442,461,BN000222
YES,,,,,,FMN_456204_P05_WC04,BN000308,good,450,8/16/2017,LEP 53035,Hesperiidae,Pyrginae,Pyrgini,,Diaeus,lacaena,,Abdomen,0.118,23.6,Diaeus lacaena,Diaeus lacaena,3/26/2018,K. Dexter,Ana B. B. Morais,Hesp,X,412,411,BN000308
YES,,,,,,FMN_456204_P05_WA04,BN000514,low,450,,638,Hesperiidae,Pyrginae,Pyrrhopygini,Passovina,Myscelus,belti,,,0.0125,2.5,Myscelus belti,Myscelus belti,3/26/2018,Andy Warren,Andy Warren,Hesp,,388,409,BN000514
YES,,,,,,FMN_456204_P05_WC06,BN000513,good,450,9/15/2017,RV-06-A263,Hesperiidae,Pyrginae,Pyrrhopygini,Pyrrhopygina,Mysarbia,sejanus,,Thorax,0.135,27,Mysarbia sejanus,Mysarbia sejanus,3/26/2018,K. Dexter,MCZ,Hesp,X,414,427,BN000513
YES,,,,,,FMN_456204_P05_WA03,BN003426,good,450,1/10/2018,LEP-59335,Hesperiidae,Pyrginae,Pyrrhopygini,,Mimardaris,,,Abdomen Soak,0.0123,2.46,Mimardaris,,3/26/2018,K. Dexter,MGCL,Hesp,,387,401,BN003426
YES,,,,,,FMN_456204_P05_WC03,BN003353,good,450,12/13/2017,LEP 59105,Hesperiidae,Pyrginae,Tagiadini,,Exometoeca,nycteris,,Thorax,0.0998,20,Exometoeca nycteris,Exometoeca nycteris,3/26/2018,K. Dexter,Michael Braby/Andy Warren,Hesp,X,411,403,BN003353
YES,,,,,,FMN_456204_P05_WB01,BN000664,good,450,7/26/2017,BN-SZS-00588,Hesperiidae,Pyrginae,Tagiadini,,Procampta,rara,,Legs,0.0256,5.12,Procampta rara,Procampta rara,3/26/2018,K. Dexter,Szabolcs Sáfián,Hesp,X,397,386,BN000664
YES,,,,,,FMN_456204_P05_WA10,BN000355,good,450,7/14/2017,CJM-16-2664,Hesperiidae,Trapezitinae,,,Felicena,dirpha,,Legs,0.0225,4.5,Felicena dirpha,Felicena dirpha,3/26/2018,K. Dexter,C. Mueller,Hesp,X,394,457,BN000355
YES,,,,,,FMN_456204_P05_WB07,BN000427,good,450,7/14/2017,CJM-16-2661,Hesperiidae,Trapezitinae,,,Hewitsoniella,migonotis,,Legs,0.0371,7.42,Hewitsoniella migonotis,Hewitsoniella migonitis,3/26/2018,K. Dexter,C. Mueller,Hesp,,403,434,BN000427
YES,,,,,,FMN_456204_P05_WA01,BN000500,low,450,,312,Hesperiidae,Trapezitinae,,,Motasingha,trimaculata,,,0.0107,2.14,Motasingha trimaculata,Motasingha trimaculata,3/26/2018,Andy Warren,Andy Warren,Hesp,,385,385,BN000500
YES,,,,,,FMN_456204_P05_WD06,BN000518,good,450,7/14/2017,MFB-13-P049,Hesperiidae,Trapezitinae,,,Neohesperilla,crocea,,Thorax,0.313,62.6,Neohesperilla crocea,Neohesperilla croceus,3/26/2018,K. Dexter,M. Braby,Hesp,X,426,428,BN000518
YES,,,,,,FMN_456204_P05_WB08,BN000665,good,450,7/20/2017,MFB-16-P153,Hesperiidae,Trapezitinae,,,Proeidosa,polysema,small-spot form,Legs,0.0403,8.06,Proeidosa polysema,Proeidosa polysema,3/26/2018,K. Dexter,M. Braby,Hesp,X,404,442,BN000665
YES,,,,,,FMN_456204_P05_WB06,BN000713,good,450,7/14/2017,CJM-16-2665,Hesperiidae,Trapezitinae,,,Rachelia,icosia,,Legs,0.03,6,Rachelia icosia,Rachelia icosia,3/26/2018,K. Dexter,C. Mueller,Hesp,,402,426,BN000713
YES,,,,,,FMN_456204_P05_WE04,BN003423,good,450,1/10/2018,LEP-59332,Hesperiidae,,,,Cabirus,,,Abdomen Soak,0.386,77.2,Cabirus,,3/26/2018,K. Dexter,MGCL,Hesp,,436,413,BN003423
YES,,,,,,FMN_456204_P05_WC07,BN003427,good,450,1/10/2018,LEP-59336,Hesperiidae,,,,Cobalus,calvina,,Abdomen Soak,0.156,31.2,Cobalus calvina,Cobalus calvina,3/26/2018,K. Dexter,MGCL,Hesp,,415,435,BN003427
YES,,,,,,FMN_456204_P05_WE12,BN003430,good,450,1/10/2018,LEP-59339,Hesperiidae,,,,Eburuncus,trifasciata?,,Abdomen Soak,0.469,93.8,Eburuncus trifasciata?,,3/26/2018,K. Dexter,MGCL,Hesp,,444,477,BN003430
YES,,,,,,FMN_456204_P05_WA12,BN000471,good,450,,350,Hesperiidae,,,,Lucida (=Ginungagapus),ranesus,,,0.0246,4.92,Lucida (=Ginungagapus) ranesus,Ginungagapus ranesus,3/26/2018,Andy Warren,Andy Warren,Hesp,,396,473,BN000471
YES,,,,,,FMN_456204_P05_WE06,BN003417,good,450,1/10/2018,LEP-59326,Hesperiidae,,,,Phaneas,,,Abdomen Soak,0.391,78.2,Phaneas,,3/26/2018,K. Dexter,MGCL,Hesp,,438,429,BN003417
YES,,,,,,FMN_456204_P05_WE11,BN003435,good,450,1/10/2018,LEP-59344,Hesperiidae,,,,Spioniades,artemides,,Abdomen Soak,0.459,91.8,Spioniades artemides,Spioniades artemides,3/26/2018,K. Dexter,MGCL,Hesp,,443,469,BN003435
YES,,,,,,FMN_456204_P06_WC07,BN002854,good,450,11/13/2017,LEP 48616,Lycaenidae,Baliochila,,,Baliochila,,,"Thorax, Abdomen",0.442,88.4,Baliochila,Baliochila sp,3/26/2018,K. Dexter,,,,511,531,BN002854
YES,,,,,,FMN_456204_P06_WB02,BN001292,good,450,1/16/2017,BN-SZS-00340,Lycaenidae,Deudorigini,,,Paradeudorix,kafuensis,,Thorax,0.23,46,Paradeudorix kafuensis,Paradeudorix kafuensis,3/26/2018,K.Dexter,M. Espeland,,,494,490,BN001292
YES,,,,,,FMN_456204_P05_WG05,BN003415,good,450,,MFB-99-T957,Lycaenidae,Lycaeninae,,,Melanolycaena,altimontana,,Thorax,--,14.1,Melanolycaena altimontana,Melanolycaena altimontana,3/26/2018,Sarah Maunsell,Michael F. Braby & J. J. Armstrong,Lyca,X,461,423,BN003415
YES,,,,,,FMN_456204_P05_WH08,BN001346,good,450,12/28/2016,MY-2016-053,Lycaenidae,Lycaeninae,,,Spindasis,takanonis,taknonis,Thorax,0.117,23.4,Spindasis takanonis,,3/26/2018,K.Dexter,Yago,,,476,448,BN001346
YES,,,,,,FMN_456204_P06_WC11,BN002849,good,450,11/13/2017,LEP 36047,Lycaenidae,Polyommantinae,Polyommantini,,Celastrina,argiolus,,Thorax,0.476,95.2,Celastrina argiolus,Celastrina argiolus,3/26/2018,K. Dexter,,,X,515,563,BN002849
YES,,,,,,FMN_456204_P05_WH06,BN002851,good,450,11/13/2017,LEP 50548,Lycaenidae,Polyommantinae,Polyommantini,,Chilades,trochylus,,"Thorax, Abdomen",0.113,22.6,Chilades trochylus,,3/26/2018,K. Dexter,,,,474,432,BN002851
YES,,,,,,FMN_456204_P05_WG06,BN001263,good,450,1/16/2017,BN-SZS-00398,Lycaenidae,Polyommatinae,Lycaenesthini,,Neurellipes,rufoplagata,,Thorax,0.0755,15.1,Neurellipes rufoplagata,Triclema rufoplagata,3/26/2018,K.Dexter,M. Espeland,,,462,431,BN001263
YES,,,,,,FMN_456204_P05_WF08,BN001251,good,450,1/16/2017,BN-SZS-00318,Lycaenidae,Polyommatinae,Polyommatinae,Lycaenesthini,Monile,gemmifera,,Thorax,0.0368,7.36,Monile gemmifera,Monile gemmifera,3/26/2018,K.Dexter,M. Espeland,,,452,446,BN001251
YES,,,,,,FMN_456204_P06_WC12,BN002858,good,450,11/13/2017,LEP 31611,Lycaenidae,Polyommatinae,Polyommatini,Glaucopsychina,Glaucopsyche,lygdamus,,Thorax,0.478,95.6,Glaucopsyche lygdamus,Glaucopsyche lygdamus,3/26/2018,K. Dexter,,,X,516,571,BN002858
YES,,,,,,FMN_456204_P05_WF06,BN000911,low,450,4/12/2017,LEP 26279,Lycaenidae,Polyommatinae,Polyommatini,Polyommatina,Agriades,glandon,rusticus,Thorax,0.0222,4.44,Agriades glandon,Agriades glandon,3/26/2018,K. Dexter,,,X,450,430,BN000911
YES,,,,,,FMN_456204_P06_WC05,BN000912,good,450,12/28/2016,MY-2016-055,Lycaenidae,Polyommatinae,Polyommatini,Polyommatina,Albulina,optilete,daisetsuzana,Thorax,0.431,86.2,Albulina optilete,Agriades optilete,3/26/2018,K.Dexter,Yago,,,509,515,BN000912
YES,,,,,,FMN_456204_P06_WB04,BN000980,good,450,7/20/2017,LEP 43791,Lycaenidae,Polyommatinae,Polyommatini,Polyommatina,Echinargus,isola,,Thorax,0.242,48.4,Echinargus isola,Echinargus isola,3/26/2018,K. Dexter,K. Wilmott,,X,496,506,BN000980
YES,,,,,,FMN_456204_P06_WD03,BN001319,good,450,9/15/2017,LEP 53179,Lycaenidae,Polyommatinae,Polyommatini,Polyommatina,Pseudolucia,parana,,Thorax,0.497,99.4,Pseudolucia parana,Pseudolucia parana,3/26/2018,K. Dexter,H. Romanowski & N. Mega,,,519,500,BN001319
YES,,,,,,FMN_456204_P06_WC09,BN002840,good,450,11/13/2017,LEP 50396,Lycaenidae,Polyommatinae,Polyommatini,,Azanus,natalensis,,"Thorax, Abdomen",0.457,91.4,Azanus natalensis,Azanus natalensis,3/26/2018,K. Dexter,,,,513,547,BN002840
